"File","#","Names","Japanese","English"
"Dn/01/04/730.dat","100","Hasta","リカルドは ともかく
全員 転生者レベルかよ…","Ricardo aside, everyone else is also a 
Reincarnators..."
"Dn/01/04/730.dat","111","Hasta","はい ハスタくん 残念！
でも ハスタくんのいいところは
引き際の良さですね！","A shame for Hasta! But Hasta’s also 
strong at escaping～!"
"Dn/01/04/730.dat","115","Hasta","わしゃ もうか～なわんよ！
ハイチャラバーイ！","Oh! I can’t take it anymore～!
Hi BABY, GOOD BYE!"
"Dn/01/04/730.dat","138","Ricardo","相変わらず
逃げ足の早いヤツだ…","Ugh, that person’s always so quick to escape..."
"Dn/01/04/730.dat","159","Ruca","ねえ ハスタが言ってた
「枢密院」って…？","What did Hasta mean about “Privy Council?”"
"Dn/01/04/730.dat","164","Ricardo","教団のバックにいると
ウワサされる組織だ","According to rumors, it’s an organization that’s 
backing the church."
"Dn/01/04/730.dat","179","Ange","かつて 教団の権力が増大した頃
国政の相談役として
設立された機関だそうよ","When the church’s influence grew, they created 
the Privy Council as a means of gaining more 
influence during wartime."
"Dn/01/04/730.dat","183","Ange","代々教団の上層部が
その座に 就いたらしいんだけど
今はもう 名前だけの集まりのはず…","For generations, higher ups from the church had 
held powerful positions but, for now, they’re known 
by name only..."
"Dn/01/04/730.dat","204","Spada","そいつらが
ハスタを オレたちの元へ？","So they’re the reason why Hasta was after us?"
"Dn/01/04/730.dat","209","Illia","じゃあ 全然 名前だけの
組織じゃないじゃないのよ","Then that makes them more than an organization 
in name!"
"Dn/01/04/730.dat","214","Ruca","教団のマティウスと枢密院が
一緒になって 創世力を
狙ってるってことなのかな？","Then, perhaps they also share the same goals 
as Mattheus?"
"Dn/01/04/730.dat","219","Ange","う～ん…
そのあたりも含めて
早くレグヌムで 情報を集めましょ","Hm... if you put it that way... We should hurry to 
Regnum and gather more information."
"Dn/01/04/730.dat","224","Spada","ああ そうだな","Right."
"Dn/01/05/411.dat","9","","サブイベント
｢名もなき墓石｣の
フェイスチャット部分です","This part is about the 
Nameless Grave Subevent."
"Dn/01/05/411.dat","12","Ange","あら？
あんなところに花がおいてある…
なにかしら？","How peculiar... A flower, in 
such a place as this?"
"Dn/01/05/420.dat","110","???","ヒャハハハハハハ！","Hya hah hah hah hah!"
"Dn/01/05/420.dat","113","???","はなせー はなせよー！","Gerroff me! Leggo!"
"Dn/01/05/420.dat","118","Hermana","今の声…！ ガエタノ！？","Gaetano!"
"Dn/01/05/420.dat","123","Ruca","エル！ 待って！
先に行っちゃ危ないよ！","Hermie, wait! Don’t run 
ahead, it’s dangerous!"
"Dn/01/05/420.dat","134","Michelle","おじちゃん……","Uncle..."
"Dn/01/05/420.dat","137","Shopkeeper","大丈夫だ… その子を放せ！","It’s going to be alright, Michelle. Now, let him go!"
"Dn/01/05/420.dat","141","Bandit","嫌だと言ったら？","And what if I say no?"
"Dn/01/05/420.dat","144","Shopkeeper","…{variable}金だろう？ 金が欲しいんだろう？
それなら １万ガルドやろう
ほら 早くその子を解放しろ","You want money, right? I’ll give you 
a thousand gald, so let the child go!"
"Dn/01/05/420.dat","148","Bandit","ハッ！ １万ポッチで
どうにかしようってか？ 笑わせるぜ","Only a thousand gald? Don’t 
make me laugh, old man!"
"Dn/01/05/420.dat","151","Shopkeeper","なら その１０倍の１０万だそう！
これなら 満足だろう！？","Then I’ll give you tenfold! Ten 
thousand gald! That should be 
enough for you, right?"
"Dn/01/05/420.dat","155","Bandit","１００万だ","A hundred thousand gald."
"Dn/01/05/420.dat","159","Shopkeeper","なっ！？ ひゃく…まん…！？","A h-hundred th-thousand!?"
"Dn/01/05/420.dat","164","Bandit","あ？ どうした？
このガキ 大事なんじゃねぇのか？
それとも １００万払う価値もないってか？","Cat got your tongue? I thought this kid’s 
important to you, or are you telling me 
you don’t have enough gald?"
"Dn/01/05/420.dat","168","Bandit","どうなんだ？ 払うのか 払わねぇのか
ハッキリしやがれ！","So, are you gonna give it or 
not? Make up your mind!"
"Dn/01/05/420.dat","172","Bandit","俺たちぁ 気が短けぇんだよ
早く答えろ
でねぇと コイツの顔に傷がつくぜ？","Time’s ticking! Answer now or you can 
say goodbye to this kid’s pretty face!"
"Dn/01/05/420.dat","176","Bandit","１０ ９ ８……","10... 9... 8--"
"Dn/01/05/420.dat","179","Shopkeeper","くっ…！ ……わかった 払おう
だが 子どもが先だ！","Fine...! I’ll give it to you, but y-you 
have to let him go first!"
"Dn/01/05/420.dat","183","Bandit","あぁ？ 金が先に決まってんだろ？
さっさと 用意しやがれ！","What are you talking about? The 
money comes first. Now hurry!"
"Dn/01/05/420.dat","186","Shopkeeper","用意はする！ だが 子どもが先だ！","I’ll give it to you, I promise! 
But first, the kid!"
"Dn/01/05/420.dat","190","Bandit","面倒くせぇなぁ！ もういい
テメェら やっちまえ！
…金は後で奪えば良いだけだしな","What a pain in the ass, forget it! We’ll 
take the money after we finish shutting
you up!"
"Dn/01/05/420.dat","197","Shopkeeper","この…クズが！！","You--!"
"Dn/01/05/420.dat","240","Bandit","なっ…なんだテメェは！
どっから湧いてでやがった！！","Wh-What the hell!? Where the 
heck did you come from?"
"Dn/01/05/420.dat","244","Hermana","ウチは この子たちの家族や！","Ah’m this kid’s family!"
"Dn/01/05/420.dat","248","Bandit","はぁ！？ 家族だと！？
なに言ってんだ テメェ
おい！ こいつもやっちまえ！","Family? What the heck are you talking about?
Guys, beat this brat up!"
"Dn/01/05/420.dat","251","Bandit","…………？","...Huh?"
"Dn/01/05/420.dat","254","Bandit","おい テメェら！ なにグズグズしてんだ！","Hoy, what’re you dawdling about!? I said--"
"Dn/01/05/420.dat","265","Ruca","あっ…どうも……","Oh, hello..."
"Dn/01/05/420.dat","269","Bandit","…………………………………","..."
"Dn/01/05/420.dat","275","Ricardo","次は頭を狙うが
それでもいいなら 止めはしない","Move and the next bullet will be 
through your head."
"Dn/01/05/420.dat","278","Kongwei","キミが生き残るには
どうしたら良いか…わかるね？","I recommend that you listen to him...
If you want to live that is."
"Dn/01/05/420.dat","344","Hermana","ミケーレ！ ガエタノ！
どこもケガはしてへん？ 痛いとこあらへん？","Michelle! Gaetano! Ya a’ight?
Did those mean men hurt ya anywhere?"
"Dn/01/05/420.dat","347","Michelle","うん おじちゃんが守ってくれたから
だいじょうぶ","Nope! Uncle protected me so I’m alright!"
"Dn/01/05/420.dat","350","Gaetano","エル 僕 泣かなかったよ えらい？","I didn’t cry, Hermie! Was I a good kid?"
"Dn/01/05/420.dat","354","Hermana","ああ えらいで！","Yeah, yer a good kid!"
"Dn/01/05/420.dat","357","Michelle","わたしも泣かなかったよ！","I didn’t cry too!"
"Dn/01/05/420.dat","361","Hermana","ミケーレもえらいなぁ","Yer a good kid too, Michelle!"
"Dn/01/05/420.dat","369","Ange","大丈夫ですか？","Are you alright?"
"Dn/01/05/420.dat","373","Shopkeeper","あ…ああ…","Oh... yeah..."
"Dn/01/05/420.dat","377","Ange","あの子たちを守るなんて
随分と改心なさったみたいですね","You carry yourself higher than you used to;
you wouldn’t have protected them before."
"Dn/01/05/420.dat","380","Shopkeeper","……{variable}あの子たちの目を見ていると
そうせざるを得ん","I-I can’t help it, okay!?
Every time I see them I..."
"Dn/01/05/420.dat","383","Ange","その気持ち 忘れないでください","There’s nothing wrong with that, please treasure
that feeling."
"Dn/01/05/420.dat","390","Michelle","おじちゃん だいじょうぶ？","Are you alright, Uncle?"
"Dn/01/05/420.dat","396","Gaetano","ミケーレ守ってくれて ありがとな！","Thanks for protecting Michelle, Uncle!"
"Dn/01/05/420.dat","402","Shopkeeper","お前ら…無事でよかった…","I... I’m really glad you’re safe..."
"Dn/01/05/420.dat","405","Michelle","苦しいよ おじちゃん…","Uncle, it hurts!"
"Dn/01/05/420.dat","409","Shopkeeper","おぉ すまない","Oh-- Uhh... Sorry."
"Dn/01/05/420.dat","414","Ricardo","アンジュ こちらは片付いた
あとで 王都兵に連絡して引き取ってもらう","I’ll leave them to you, Ange. We’ll have to 
call the Imperial Army and hand
these bastards over to them."
"Dn/01/05/420.dat","420","Hermana","これで一件落着やな！","All’s well that ends well."
"Dn/01/05/430.dat","91","Bandit A","へっへっへ
お嬢さん どこへ行くんだい？","Hey there, pretty lady, where are you going?"
"Dn/01/05/430.dat","96","Bandit B","怪我したくなきゃ 金目の物をだしな！","Give us your valuables, if you value your life!"
"Dn/01/05/430.dat","100","Kongwei","………………","..."
"Dn/01/05/430.dat","106","Bandit A","おや？ 怖くて声も出ないのか？","Oho～ Cat got your tongue?"
"Dn/01/05/430.dat","111","Bandit B","俺たちが優しくしてるうちにさっさと
金目の物をだしな！
なんなら その上等そうな服でも良いぜ","You better hand it over while we’re playing nice～ 
Or else we’ll just have to do with your 
clothes instead～"
"Dn/01/05/430.dat","115","Kongwei","…………………………","..."
"Dn/01/05/430.dat","122","Bandit A","おい 聞こえてんのか？","Yo, you hear me!?"
"Dn/01/05/430.dat","137","Bandit B","待て この女
よく見ると 上玉じゃねぇか","Hey, man, hold on. Get a good look at her, 
ain’t she a beauty?"
"Dn/01/05/430.dat","142","Bandit A","へっへっへ
こりゃ金目のものだけじゃあ
済まなさそうだなぁ？","Heheheh. In that case, it would be inexcusable to
leave only with her valuables!"
"Dn/01/05/430.dat","146","Kongwei","……{variable}キミたち……いで…","Because of you..."
"Dn/01/05/430.dat","150","Bandit B","あ？ なんだって？","She speaks! Mind repeating that again, miss?"
"Dn/01/05/430.dat","161","Kongwei","……{variable}キミたちのせいで
ボクは 無理矢理
こんな格好をさせられたんだ","It is because of YOU bastards that I am wearing 
something like this!"
"Dn/01/05/430.dat","166","Kongwei","この代償 キッチリ払ってもらうよ！","I will make you pay!"
"Dn/01/05/430.dat","176","Bandit A","うわわわわっ！？
な… なんなんだ こいつ！！","Woahhhh! 
Wh-What the hell?!"
"Dn/01/05/430.dat","182","Bandit B","に…逃げるぞ！","R-Run!"
"Dn/01/05/430.dat","210","Kongwei","…{variable}逃がさないよ
キミたちが もう２度と
人を襲わないと誓うまでね…","I cannot let you escape ...! 
I will make sure you two will never 
lay a hand on someone ever again!"
"Dn/01/05/430.dat","213","Bandits","うわぁぁあああああ！","UhaaaAaAAaa!!"
"Dn/01/06/701.dat","49","Spada","ここまで 降りて来りゃ
ふもとまで もうすぐだろ","We’ve gone down far enough. The base of the 
mountain must be near now."
"Dn/01/06/701.dat","55","Coda","コーダ 登ったり降りたりで
くたびれたんだな しかし","Climbing up and going down the mountain has 
made Coda tired."
"Dn/01/06/701.dat","62","Ruca","ふぅ…
確かに 疲れたね
じゃあ ここらで ひと息…","You’re right, it is tiring. 
Let’s catch our breath here..."
"Dn/01/06/701.dat","68","Illia","みんな
そんな余裕なさそうよ
ほら…","I don’t think we have time for that.
Look..."
"Dn/01/06/701.dat","99","Coda","いきなりの登場だな しかし！","Something suddenly appears!"
"Dn/01/06/701.dat","109","Spada","ルカ 疲れてるなら
休んでても いいんだぜ","Don’t worry, Ruca, you can tap out 
and leave it to us."
"Dn/01/06/701.dat","118","Ruca","仲間が戦うのに 僕ひとり
休むわけにはいかないよ！","I can’t just sit idly when my friends are taking all 
the risks!"
"Dn/01/06/701.dat","126","Spada","いい返事だ
さあ いくぜ！","Good answer!
Let’s go!"
"Dn/01/06/710.dat","41","Ruca","ふぅ……
ちょっと 手ごわかったかな…","That was tough..."
"Dn/01/06/710.dat","47","Spada","おい ルカ…
今の太刀筋 ちょっとアスラっぽくて
悪くなかったぜ","Not bad, Ruca, your sword fighting just now 
was exactly like Asura’s."
