"File","Field","Index","Speakers","Japanese","Speakers (E)","English","LineBreak"
"0010.dat","line","37","1 [イリア]","じゃ　ルカ　スパーダ
行きましょ","1 [Illia]","Let’s go, Ruca, Spada.","TRUE"
"0010.dat","line","40","0 [ルカ]","うん…
…………
……………","0 [Ruca]","Sure...","TRUE"
"0010.dat","line","47","0 [ルカ]","ずっと憧れていたアスラは　僕だった
前世からの仲間にも　出会えた
でも　いいことばかりじゃない","0 [Ruca]","It turns out that I was Asura, someone I look 
up to. I also met allies from my past life. But 
everything’s not really sunshine and rainbows.","TRUE"
"0010.dat","line","50","0 [ルカ]","前世での敵は　今でも僕を恨んでるし
前世の記憶や　異能の力は　なんだか
悪いことみたいな　扱いになってるし…","0 [Ruca]","My enemies from my past life still hate me, 
and it seems that these past memories 
and powers are getting harder to handle...","TRUE"
"0010.dat","line","53","0 [ルカ]","こんなことになるなんて…　ハァ…
やっぱり　家に帰りたいかも…","0 [Ruca]","To think it would end up like this...
I just want to go home.","TRUE"
"0010.dat","line","59","1 [イリア]","ルカッ！！　ボ～ッとしてないで
ほら　早くナーオスに行って
なんか美味しいもんでも　食べましょ！","1 [Illia]","Ruca, stop daydreaming and let’s 
go get something to eat in Naohs!","TRUE"
"0010.dat","line","65","0 [ルカ]","…………","0 [Ruca]","...","TRUE"
"0011.dat","title","669","","なし","","None","FALSE"
"0011.dat","speaker","0","","ルカ","","Ruca","FALSE"
"0011.dat","speaker","1","","イリア","","Illia","FALSE"
"0011.dat","speaker","2","","スパーダ","","Spada","FALSE"
"0011.dat","line","0","2 [スパーダ]","へえ
ここがレグヌム峠か…","2 [Spada]","Oh... So this is Regnum pass...","TRUE"
"0011.dat","line","3","0 [ルカ]","うん　ここを越えて
少し行くと　聖都ナーオスのはず","0 [Ruca]","Yeah, Naohs is just
a ways away after this.","TRUE"
"0011.dat","line","10","1 [イリア]","ほら　ムダ話してないで
さっさと越えちゃいましょ","1 [Illia]","Stop talking about pointless stuff.
Let’s hurry up and cross this.","TRUE"
"0012.dat","title","670","","なし","","None","FALSE"
"0012.dat","speaker","0","","ルカ","","Ruca","FALSE"
"0012.dat","speaker","1","","イリア","","Illia","FALSE"
"0012.dat","speaker","2","","スパーダ","","Spada","FALSE"
"0012.dat","speaker","3","","コーダ","","Coda","FALSE"
"0012.dat","line","0","3 [コーダ]","むむむ…　そろそろ
腹が減って　動けないんだな　しかし","3 [Coda]","Coda can no longer move.
Hungry though...","TRUE"
"0012.dat","line","3","0 [ルカ]","ここからナーオスへは
確か南東へ　少し","0 [Ruca]","I believe Naohs is southeast from here.","TRUE"
"0012.dat","line","7","1 [イリア]","それじゃ
あとひと頑張りしますか","1 [Illia]","Guess we’ll just have to hang on a bit longer.","TRUE"
"0012.dat","line","10","2 [スパーダ]","ほら　コーダ
南東へ　少しだってよ
さっさと　行こうぜ","2 [Spada]","Come on, Coda, we’re almost there.
Let’s go.","TRUE"
"0013.dat","title","671","","なし","","None","FALSE"
"0013.dat","speaker","0","","ルカ","","Ruca","FALSE"
"0013.dat","speaker","1","","イリア","","Illia","FALSE"
"0013.dat","speaker","2","","スパーダ","","Spada","FALSE"
"0013.dat","speaker","3","","コーダ","","Coda","FALSE"
"0013.dat","line","0","0 [ルカ]","へぇ　ここがナーオスかぁ","0 [Ruca]","So this is Naohs...","TRUE"
"0013.dat","line","3","1 [イリア]","緑が豊かで　ノンビリしてる感じ
キレイなところねぇ","1 [Illia]","What a beautiful place,
the greenery is so relaxing.","TRUE"
"0013.dat","line","6","2 [スパーダ]","んで　イリア
この町の　どこに転生者がいるんだ？","2 [Spada]","So, Illia. Where’s the Reincarnator here?","TRUE"
"0013.dat","line","9","1 [イリア]","さあ？
知らないけど？","1 [Illia]","Dunno.","TRUE"
"0013.dat","line","16","0 [ルカ]","ええ！？
知らないの！？","0 [Ruca]","You don’t!?","TRUE"
"0013.dat","line","20","1 [イリア]","ウワサを　聞いただけだもん
聖都ナーオスには
奇跡を起こす「聖女」がいるって","1 [Illia]","I just heard about them from rumors.
That there’s a “saintess” who can
perform miracles in Naohs.","TRUE"
"0013.dat","line","23","2 [スパーダ]","おいおい　ただのウワサで
ここまで　連れて来たってのか？
…軍を脱走してまで？","2 [Spada]","So you brought us all the way here
just because of a rumor? We deserted 
the army just for this?","TRUE"
"0013.dat","line","26","0 [ルカ]","それに　奇跡を起こす「聖女」ってだけじゃ
転生者か　どうか
わかんないじゃないか…","0 [Ruca]","And we’re not even sure if this
“saintess” is actually a Reincarnator...","TRUE"
"0013.dat","line","31","1 [イリア]","あ～　もう！　チクチクうるっさいわね！
ほらルカ　あんたが　なんか方法
考えなさいよ！　頭いいんでしょ！？","1 [Illia]","Blah, blah, blah, blah, blah, shut up!
Ruca, you’re the smartass here,
think up a plan or something.","TRUE"
"0013.dat","line","36","0 [ルカ]","ええ！　そんなムチャな…　え～と…
他の街で　ウワサになるほど有名な人なら
みんなに聞けば　わかるんじゃない？","0 [Ruca]","Eh... That’s kind of... ugh. Well, if this person is 
famous around here, then wouldn’t everyone here 
know about them?","TRUE"
"0013.dat","line","45","2 [スパーダ]","お　さっすが　お利口さん！
さくっと出てきた　プランにしては
悪くねえな","2 [Spada]","Oh! As expected of our little sweetie Ruca!
Doesn’t seem like a bad plan!","TRUE"
"0013.dat","line","49","2 [スパーダ]","んじゃ　ちょっと
町をブラついてみよーぜ！","2 [Spada]","Let’s go check out the city then.","TRUE"
"0013.dat","line","61","3 [コーダ]","賛成なんだな　しかし！","3 [Coda]","AGREED!","TRUE"
"0014.dat","title","673","","なし","","None","FALSE"
"0014.dat","speaker","0","","ルカ","","Ruca","FALSE"
"0014.dat","speaker","1","","イリア","","Illia","FALSE"
"0014.dat","speaker","2","","スパーダ","","Spada","FALSE"
"0014.dat","line","0","1 [イリア]","お坊ちゃまねぇ","1 [Illia]","Young Master, huh?","TRUE"
"0014.dat","line","3","0 [ルカ]","お坊ちゃまかぁ","0 [Ruca]","Young Master...","TRUE"
"0014.dat","line","7","2 [スパーダ]","うっせェな！
おまえらまで　その呼び方するの
止めろよ","2 [Spada]","Shut up! Don’t you two think
it’s time to stop calling me that?","TRUE"
"0014.dat","line","12","1 [イリア]","それにしても　久しぶりの再会って
感じだったね
あんたと　ハルトマンさん","1 [Illia]","Still, your meeting with
Hartman felt like a reunion.","TRUE"
"0014.dat","line","16","2 [スパーダ]","ああ…　四年ぐらい前に
じいは　引退したんだよ
もう歳だったからな","2 [Spada]","Yeah, gramps retired due to 
old age four years ago.","TRUE"
"0014.dat","line","19","2 [スパーダ]","なんたって　先々代の頃に
馬の世話係になって以来
ず～っと　オレん家にいたらしいしな","2 [Spada]","He worked for my family as a stablehand
two generations ago. That said, he’s been
in the household for a looong time.","TRUE"
"0014.dat","line","23","1 [イリア]","そんなに昔から　家にいてくれた人なら
あんた　立派になってあげないと
不義理っぽくない？","1 [Illia]","Aren’t you being ungrateful, not letting him 
see you grow into a fine young man?
After that many years of servitude?","TRUE"
"0014.dat","line","26","1 [イリア]","さっきの様子じゃ
親身になって　面倒みて
もらってたんでしょ？","1 [Illia]","He was so considerate of our circumstances 
earlier that he let us stay in his home, y’know.","TRUE"
"0014.dat","line","30","2 [スパーダ]","はッ…　そりゃそうさ
なにせ　オレを構ってくれたのは
ウチじゃあ　ハルトマンだけだからな","2 [Spada]","Well... yeah... After all, Hartman was the only 
one who looked out for me back at my place.","TRUE"
"0014.dat","line","33","2 [スパーダ]","なんたって　兄弟が多いから
領地も財産も継げない　末っ子の
オレなんて　放ったらかしなわけよ","2 [Spada]","Being the youngest with a lot of brothers
and not much to my name, it just makes
sense that I was neglected.","TRUE"
"0014.dat","line","37","0 [ルカ]","ベルフォルマ家って
立派な騎士の家のはずなのに？
なにも　継げないなんて…","0 [Ruca]","So you won’t inherit anything?
Even though the Belforma is a
prestigious household?","TRUE"
"0014.dat","line","40","2 [スパーダ]","オレを含めて　７人兄弟だからな
末っ子のオレに　回ってくるもんなんて
な～んにも　ありゃしねえのさ","2 [Spada]","Including me, there’s seven of us, y’see.
I’m pretty much a nobody there.","TRUE"
"0014.dat","line","43","1 [イリア]","はあ　なるほど…","1 [Illia]","Ohh...","TRUE"
"0014.dat","line","47","2 [スパーダ]","じいだけが　立派な騎士にと
オレに　手をかけてくれたんだ
でもな　ある日突然　じいは倒れてよ","2 [Spada]","Gramps was the only one who acknowledged me. 
He was the one who trained me so that I can be 
a fine knight. But one day... he suddenly collapsed.","TRUE"
"0014.dat","line","50","2 [スパーダ]","それっきり　屋敷に戻って来なかったのさ
じいのいない家に帰っても
オレには意味ねえからな","2 [Spada]","After that, he never returned to the mansion. Going 
back to a home without him... what’s the point?","TRUE"
"0014.dat","line","54","1 [イリア]","だから　家を出たの？
ふ～ん…　なるほどね","1 [Illia]","So that’s why you left your home...","TRUE"
"0014.dat","line","58","0 [ルカ]","ハルトマンさんと
また　会えてよかったね","0 [Ruca]","It’s good that you got to meet Mr. Hartman again!","TRUE"
"0014.dat","line","62","2 [スパーダ]","…ナーオスで　暮らしてるなんて
全然　知らなかったよ","2 [Spada]","I had no idea that he was living in Naohs at all.","TRUE"
"0014.dat","line","65","1 [イリア]","ハルトマンさん
今は　すごく元気そうね","1 [Illia]","Well, he seems pretty lively right now.","TRUE"
"0014.dat","line","68","2 [スパーダ]","ああ…　もしかすっと　前に倒れたのは
オレが　余計な苦労かけさせてたのが
原因だったのかなぁ…","2 [Spada]","I wonder if... I wonder if he 
collapsed because of me...","TRUE"
"0015.dat","title","674","","なし","","None","FALSE"
"0015.dat","speaker","0","","ルカ","","Ruca","FALSE"
"0015.dat","speaker","1","","イリア","","Illia","FALSE"
"0015.dat","speaker","2","","スパーダ","","Spada","FALSE"
"0015.dat","speaker","3","","コーダ","","Coda","FALSE"
"0015.dat","speaker","4","","アスラ","","Asura","FALSE"
"0015.dat","line","0","2 [スパーダ]","聖女が　連行されたナーオス基地は
南東にある　憂いの森を越えた先か","2 [Spada]","We’ll be heading southeast past the Forest
of Sorrow towards the Naohs Base. That’s 
where the Saintess is.","TRUE"
"0015.dat","line","3","0 [ルカ]","はぁ………","0 [Ruca]","*Sigh*","TRUE"
"0015.dat","line","6","3 [コーダ]","どうした　ルカ？
元気ないんだな　しかし","3 [Coda]","What’s wrong, Ruca?","TRUE"
"0015.dat","line","9","0 [ルカ]","ハルトマンさんと　スパーダ見てたらさ
父さんと母さんが　僕のこと
心配してるんじゃないかと　思ってね","0 [Ruca]","Seeing Hartman and Spada reunite made
me wonder whether my mom and dad are
worrying about me...","TRUE"
"0015.dat","line","17","1 [イリア]","そりゃ　してんじゃない？
あんた　家出同然だったし","1 [Illia]","Of course they are. You ran away from home, after all.","TRUE"
"0015.dat","line","20","0 [ルカ]","そうだよね…
イリアは　家に
帰りたいとか　思わないの？","0 [Ruca]","I suppose I did... How about you, Illia?
Have you ever wanted to go back home?","TRUE"
"0015.dat","line","24","1 [イリア]","思わない
あたしは　決めたの
帰らないって","1 [Illia]","Never. I’ve told myself that I’m never going back.","TRUE"
"0015.dat","line","27","1 [イリア]","前世の記憶で　イヤな目に遭う
人生なんて　もうまっぴら！
「あたし」は「あたし」の人生を歩くの","1 [Illia]","I won’t let anyone suffer coz of my past life!
I’m gonna walk “my” own path, myself!","TRUE"
"0015.dat","line","30","1 [イリア]","他人に利用されるのも　捕まるのもイヤ
創世力だっけ？　マティウスより先に
それを手に入れるまで　絶対に諦めない","1 [Illia]","I won’t let anyone use me either! The 
“Genesis?” Pah! I’ll never give up. 
We’ll get it before Mattheus does!","TRUE"
